Issue,Storypoint
"Upgrade default AMI OS to newer version of Fedora Linux - see reduced scope of this issue
For the current default AMI (ami-3c3dda55 in case of 2.2.1) there are many updates pending and it isn't wise to do it on each instance startup - see:    {noformat}  [root@domU-12-31-39-03-75-B2 bamboo-ebs]# yum update  Loading ""fastestmirror"" plugin  Loading mirror speeds from cached hostfile   * fedora: archive.fedoraproject.org   * updates: archive.fedoraproject.org  Setting up Update Process  Resolving Dependencies  --> Running transaction check  ---> Package fedora-release.noarch 0:8-6.transition set to be updated  --> Finished Dependency Resolution    Dependencies Resolved    =============================================================================   Package                 Arch       Version          Repository        Size  =============================================================================  Updating:   fedora-release          noarch     8-6.transition   updates            31 k    Transaction Summary  =============================================================================  Install      0 Package(s)  Update       1 Package(s)  Remove       0 Package(s)    Total download size: 31 k  Is this ok [y/N]: y  Downloading Packages:  (1/1): fedora-release-8-6 100% |=========================|  31 kB    00:00  Running rpm_check_debug  Running Transaction Test  Finished Transaction Test  Transaction Test Succeeded  Running Transaction    Updating  : fedora-release               ######################### [1/2]    Cleanup   : fedora-release               ######################### [2/2]    Updated: fedora-release.noarch 0:8-6.transition  Complete!  [root@domU-12-31-39-03-75-B2 bamboo-ebs]# yum update  Loading ""fastestmirror"" plugin  Loading mirror speeds from cached hostfile   * updates-newkey: archive.fedoraproject.org   * fedora: archive.fedoraproject.org   * updates: archive.fedoraproject.org  updates-newkey            100% |=========================| 2.3 kB    00:00  primary.sqlite.bz2        100% |=========================| 3.7 MB    00:07  Setting up Update Process  Resolving Dependencies  --> Running transaction check  ---> Package ntp.i386 0:4.2.4p4-1.fc8 set to be updated  ---> Package vim-enhanced.i386 2:7.1.245-1.fc8 set to be updated  ---> Package openldap.i386 0:2.3.39-4.fc8 set to be updated  ---> Package fuse-devel.i386 0:2.7.4-1.fc8 set to be updated  ---> Package bind-utils.i386 32:9.5.0-29.P2.fc8 set to be updated  ---> Package python-libs.i386 0:2.5.1-26.fc8.2 set to be updated  ---> Package pcre.i386 0:7.3-4.fc8 set to be updated  ---> Package yum.noarch 0:3.2.20-5.fc8 set to be updated  --> Processing Dependency: pygpgme for package: yum  ---> Package ruby.i386 0:1.8.6.287-2.fc8 set to be updated  ---> Package logwatch.noarch 0:7.3.6-22.fc8 set to be updated  ---> Package kernel-xen.i686 0:2.6.21.7-5.fc8 set to be installed  ---> Package util-linux-ng.i386 0:2.13.1-2.fc8 set to be updated  ---> Package vim-minimal.i386 2:7.1.245-1.fc8 set to be updated  ---> Package vixie-cron.i386 4:4.2-9.fc8 set to be updated  ---> Package alsa-lib.i386 0:1.0.16-3.fc8 set to be updated  ---> Package iptables.i386 0:1.4.1.1-2.fc8 set to be updated  ---> Package libxml2.i386 0:2.7.2-2.fc8 set to be updated  ---> Package libpng.i386 2:1.2.33-1.fc8 set to be updated  ---> Package nss.i386 0:3.12.2.0-1.1.fc8 set to be updated  ---> Package paps-libs.i386 0:0.6.8-8.fc8 set to be updated  ---> Package libacl.i386 0:2.2.39-14.fc8 set to be updated  ---> Package openobex.i386 0:1.3-12.fc8 set to be updated  ---> Package libnfnetlink.i386 0:0.0.39-3.fc8 set to be updated  ---> Package acl.i386 0:2.2.39-14.fc8 set to be updated  ---> Package microcode_ctl.i386 1:1.17-1.39.fc8 set to be updated  ---> Package hal-libs.i386 0:0.5.10-5.fc8 set to be updated  ---> Package pygobject2.i386 0:2.14.2-1.fc8 set to be updated  ---> Package rsync.i386 0:2.6.9-5.fc8 set to be updated  ---> Package ruby-irb.i386 0:1.8.6.287-2.fc8 set to be updated  ---> Package bluez-libs.i386 0:3.35-1.fc8 set to be updated  ---> Package bind-libs.i386 32:9.5.0-29.P2.fc8 set to be updated  ---> Package system-config-network-tui.noarch 0:1.5.10-1.fc8 set to be updated  ---> Package beecrypt.i386 0:4.1.2-17.fc8 set to be updated  ---> Package gtk2.i386 0:2.12.8-2.fc8 set to be updated  ---> Package fuse-libs.i386 0:2.7.4-1.fc8 set to be updated  ---> Package libedit.i386 0:2.11-1.20080712cvs.fc8 set to be updated  ---> Package ed.i386 0:1.1-1.fc8 set to be updated  ---> Package NetworkManager-glib.i386 1:0.7.0-0.12.svn4326.fc8 set to be updated  --> Processing Dependency: NetworkManager = 1:0.7.0-0.12.svn4326.fc8 for package: NetworkManager-glib  ---> Package db4.i386 0:4.6.21-3.fc8 set to be updated  ---> Package dhcpv6-client.i386 0:0.10-52.fc8 set to be updated  ---> Package freetype.i386 0:2.3.5-5.fc8 set to be updated  ---> Package python-urlgrabber.noarch 0:3.0.0-9.fc8 set to be updated  ---> Package coreutils.i386 0:6.9-19.fc8 set to be updated  ---> Package e2fsprogs.i386 0:1.40.4-3.fc8 set to be updated  ---> Package psmisc.i386 0:22.6-2.1.fc8 set to be updated  ---> Package libsysfs.i386 0:2.1.0-4.fc8 set to be updated  ---> Package audit-libs.i386 0:1.7.4-1.fc8 set to be updated  ---> Package libglade2.i386 0:2.6.2-4.fc8 set to be updated  ---> Package quota.i386 1:3.14-2.fc8 set to be updated  ---> Package cups-libs.i386 1:1.3.9-2.fc8 set to be updated  ---> Package perl-libs.i386 4:5.8.8-41.fc8 set to be updated  ---> Package fedora-gnome-theme.noarch 0:8.0.0-2.fc8 set to be updated  ---> Package libdhcp6client.i386 0:0.10-52.fc8 set to be updated  ---> Package iptables-ipv6.i386 0:1.4.1.1-2.fc8 set to be updated  ---> Package libtiff.i386 0:3.8.2-11.fc8 set to be updated  ---> Package autofs.i386 1:5.0.2-31 set to be updated  ---> Package ypbind.i386 3:1.20.4-4.fc8 set to be updated  ---> Package anacron.i386 0:2.3-58.fc8 set to be updated  ---> Package control-center-filesystem.i386 1:2.20.3-3.fc8 set to be updated  ---> Package nfs-utils.i386 1:1.1.1-2.fc8 set to be updated  ---> Package smartmontools.i386 1:5.38-1.fc8 set to be updated  ---> Package wget.i386 0:1.11.1-1.fc8 set to be updated  ---> Package pm-utils.i386 0:0.99.4-19.fc8 set to be updated  ---> Package sudo.i386 0:1.6.9p4-6.fc8 set to be updated  ---> Package popt.i386 0:1.13-4.fc8 set to be updated  ---> Package shadow-utils.i386 2:4.0.18.1-22.fc8 set to be updated  ---> Package dbus-glib.i386 0:0.73-8.fc8 set to be updated  ---> Package traceroute.i386 3:2.0.12-1.fc8 set to be updated  ---> Package kernel-headers.i386 0:2.6.26.8-57.fc8 set to be updated  ---> Package ruby-rdoc.i386 0:1.8.6.287-2.fc8 set to be updated  ---> Package info.i386 0:4.11-5.fc8 set to be updated  ---> Package pam_krb5.i386 0:2.2.18-2.fc8 set to be updated  ---> Package bluez-utils.i386 0:3.35-5.fc8 set to be updated  ---> Package curl.i386 0:7.18.2-7.fc8 set to be updated  --> Processing Dependency: libssh2.so.1 for package: curl  ---> Package gnupg.i386 0:1.4.7-10.fc8 set to be updated  ---> Package hal.i386 0:0.5.10-5.fc8 set to be updated  ---> Package file-libs.i386 0:4.21-6.fc8 set to be updated  ---> Package bzip2-libs.i386 0:1.0.4-13.fc8 set to be updated  ---> Package rubygems.noarch 0:1.2.0-2.fc8 set to be updated  ---> Package perl.i386 4:5.8.8-41.fc8 set to be updated  ---> Package PolicyKit.i386 0:0.6-2.fc8 set to be updated  ---> Package aspell.i386 12:0.60.5-4.fc8 set to be updated  ---> Package e2fsprogs-libs.i386 0:1.40.4-3.fc8 set to be updated  ---> Package ruby-libs.i386 0:1.8.6.287-2.fc8 set to be updated  ---> Package shared-mime-info.i386 0:0.23-2.fc8 set to be updated  ---> Package yum-fastestmirror.noarch 0:1.1.17-1.fc8 set to be updated  ---> Package ntfs-3g.i386 2:1.5012-4.fc8 set to be updated  ---> Package iproute.i386 0:2.6.26-2.fc8 set to be updated  ---> Package stunnel.i386 0:4.24-0.fc8 set to be updated  ---> Package fuse.i386 0:2.7.4-1.fc8 set to be updated  ---> Package elfutils-libelf.i386 0:0.137-3.fc8 set to be updated  ---> Package libxcb.i386 0:1.1-1.1.fc8 set to be updated  ---> Package wpa_supplicant.i386 1:0.5.10-5.fc8 set to be updated  ---> Package libxslt.i386 0:1.1.24-2.fc8 set to be updated  ---> Package libgnomecanvas.i386 0:2.20.1-3.fc8 set to be updated  ---> Package tzdata.noarch 0:2008i-1.fc8 set to be updated  ---> Package fuse-sshfs.i386 0:2.2-1.fc8 set to be updated  ---> Package gnutls.i386 0:1.6.3-5.fc8 set to be updated  ---> Package pciutils.i386 0:2.2.9-2.fc8 set to be updated  ---> Package glib2.i386 0:2.14.6-2.fc8 set to be updated  ---> Package nss-tools.i386 0:3.12.2.0-1.1.fc8 set to be updated  ---> Package mlocate.i386 0:0.21-1.fc8 set to be updated  ---> Package bzip2.i386 0:1.0.4-13.fc8 set to be updated  ---> Package fuse-encfs.i386 0:1.5-3.fc8 set to be updated  --> Processing Dependency: libboost_serialization-mt.so.3 for package: fuse-encfs  --> Processing Dependency: libboost_filesystem-mt.so.3 for package: fuse-encfs  ---> Package hal-info.noarch 0:20080607-2.fc8 set to be updated  ---> Package cups.i386 1:1.3.9-2.fc8 set to be updated  ---> Package eject.i386 0:2.1.5-8.fc8 set to be updated  ---> Package make.i386 1:3.81-11.fc8 set to be updated  ---> Package nspr.i386 0:4.7.3-1.fc8 set to be updated  ---> Package vim-common.i386 2:7.1.245-1.fc8 set to be updated  ---> Package file.i386 0:4.21-6.fc8 set to be updated  ---> Package paps.i386 0:0.6.8-8.fc8 set to be updated  ---> Package python.i386 0:2.5.1-26.fc8.2 set to be updated  --> Running transaction check  ---> Package libssh2.i386 0:0.18-5.fc8 set to be updated  ---> Package NetworkManager.i386 1:0.7.0-0.12.svn4326.fc8 set to be updated  --> Processing Dependency: ppp >= 2.2.4 for package: NetworkManager  --> Processing Dependency: dnsmasq for package: NetworkManager  --> Processing Dependency: avahi-autoipd for package: NetworkManager  ---> Package pygpgme.i386 0:0.1-6.fc8 set to be updated  --> Processing Dependency: libgpgme.so.11(GPGME_1.0) for package: pygpgme  --> Processing Dependency: libgpgme.so.11 for package: pygpgme  ---> Package boost.i386 0:1.34.1-7.fc8 set to be updated  --> Processing Dependency: libicuuc.so.38 for package: boost  --> Processing Dependency: libicui18n.so.38 for package: boost  --> Running transaction check  ---> Package gpgme.i386 0:1.1.5-4.fc8 set to be updated  --> Processing Dependency: gnupg2 for package: gpgme  --> Processing Dependency: libpth.so.20 for package: gpgme  ---> Package avahi-autoipd.i386 0:0.6.21-8.fc8 set to be updated  ---> Package libicu.i386 0:3.8-6.fc8 set to be updated  ---> Package ppp.i386 0:2.4.4-2 set to be updated  ---> Package dnsmasq.i386 0:2.40-1.fc8 set to be updated  --> Running transaction check  ---> Package gnupg2.i386 0:2.0.9-2.fc8 set to be updated  --> Processing Dependency: libksba.so.8(KSBA_0.9) for package: gnupg2  --> Processing Dependency: dirmngr for package: gnupg2  --> Processing Dependency: libksba.so.8 for package: gnupg2  --> Processing Dependency: pinentry for package: gnupg2  ---> Package pth.i386 0:2.0.7-3 set to be updated  --> Running transaction check  ---> Package dirmngr.i386 0:1.0.0-6.fc8 set to be updated  ---> Package libksba.i386 0:1.0.2-3.fc8 set to be updated  ---> Package pinentry.i386 0:0.7.4-1.fc8 set to be updated  --> Finished Dependency Resolution    Dependencies Resolved    =============================================================================   Package                 Arch       Version          Repository        Size  =============================================================================  Installing:   NetworkManager-glib     i386       1:0.7.0-0.12.svn4326.fc8  updates-newkey    167 k       replacing  NetworkManager.i386 1:0.7.0-0.6.7.svn3235.fc8     kernel-xen              i686       2.6.21.7-5.fc8   updates-newkey     17 M  Updating:   PolicyKit               i386       0.6-2.fc8        updates-newkey     76 k   acl                     i386       2.2.39-14.fc8    updates-newkey     69 k   alsa-lib                i386       1.0.16-3.fc8     updates-newkey    402 k   anacron                 i386       2.3-58.fc8       updates-newkey     39 k   aspell                  i386       12:0.60.5-4.fc8  updates-newkey    969 k   audit-libs              i386       1.7.4-1.fc8      updates-newkey     73 k   autofs                  i386       1:5.0.2-31       updates-newkey    865 k   beecrypt                i386       4.1.2-17.fc8     updates-newkey    144 k   bind-libs               i386       32:9.5.0-29.P2.fc8  updates-newkey    951 k   bind-utils              i386       32:9.5.0-29.P2.fc8  updates-newkey    187 k   bluez-libs              i386       3.35-1.fc8       updates-newkey     59 k   bluez-utils             i386       3.35-5.fc8       updates-newkey    469 k   bzip2                   i386       1.0.4-13.fc8     updates-newkey     49 k   bzip2-libs              i386       1.0.4-13.fc8     updates-newkey     37 k   control-center-filesystem  i386       1:2.20.3-3.fc8   updates-newkey     34 k   coreutils               i386       6.9-19.fc8       updates-newkey    3.3 M   cups                    i386       1:1.3.9-2.fc8    updates-newkey    3.5 M   cups-libs               i386       1:1.3.9-2.fc8    updates-newkey    197 k   curl                    i386       7.18.2-7.fc8     updates-newkey    293 k   db4                     i386       4.6.21-3.fc8     updates-newkey    587 k   dbus-glib               i386       0.73-8.fc8       updates-newkey    160 k   dhcpv6-client           i386       0.10-52.fc8      updates-newkey     85 k   e2fsprogs               i386       1.40.4-3.fc8     updates-newkey    610 k   e2fsprogs-libs          i386       1.40.4-3.fc8     updates-newkey    138 k   ed                      i386       1.1-1.fc8        updates-newkey     71 k   eject                   i386       2.1.5-8.fc8      updates-newkey     51 k   elfutils-libelf         i386       0.137-3.fc8      updates-newkey     58 k   fedora-gnome-theme      noarch     8.0.0-2.fc8      updates-newkey     10 k   file                    i386       4.21-6.fc8       updates-newkey     29 k   file-libs               i386       4.21-6.fc8       updates-newkey    309 k   freetype                i386       2.3.5-5.fc8      updates-newkey    331 k   fuse                    i386       2.7.4-1.fc8      updates-newkey     83 k   fuse-devel              i386       2.7.4-1.fc8      updates-newkey     27 k   fuse-encfs              i386       1.5-3.fc8        updates-newkey    373 k   fuse-libs               i386       2.7.4-1.fc8      updates-newkey     71 k   fuse-sshfs              i386       2.2-1.fc8        updates-newkey     49 k   glib2                   i386       2.14.6-2.fc8     updates-newkey    850 k   gnupg                   i386       1.4.7-10.fc8     updates-newkey    1.9 M   gnutls                  i386       1.6.3-5.fc8      updates-newkey    397 k   gtk2                    i386       2.12.8-2.fc8     updates-newkey    6.8 M   hal                     i386       0.5.10-5.fc8     updates-newkey    461 k   hal-info                noarch     20080607-2.fc8   updates-newkey    118 k   hal-libs                i386       0.5.10-5.fc8     updates-newkey     61 k   info                    i386       4.11-5.fc8       updates-newkey    166 k   iproute                 i386       2.6.26-2.fc8     updates-newkey    843 k   iptables                i386       1.4.1.1-2.fc8    updates-newkey    309 k   iptables-ipv6           i386       1.4.1.1-2.fc8    updates-newkey    192 k   kernel-headers          i386       2.6.26.8-57.fc8  updates-newkey    753 k   libacl                  i386       2.2.39-14.fc8    updates-newkey     20 k   libdhcp6client          i386       0.10-52.fc8      updates-newkey     79 k   libedit                 i386       2.11-1.20080712cvs.fc8  updates-newkey     79 k   libglade2               i386       2.6.2-4.fc8      updates-newkey     64 k   libgnomecanvas          i386       2.20.1-3.fc8     updates-newkey    228 k   libnfnetlink            i386       0.0.39-3.fc8     updates-newkey     23 k   libpng                  i386       2:1.2.33-1.fc8   updates-newkey    249 k   libsysfs                i386       2.1.0-4.fc8      updates-newkey     47 k   libtiff                 i386       3.8.2-11.fc8     updates-newkey    307 k   libxcb                  i386       1.1-1.1.fc8      updates-newkey    124 k   libxml2                 i386       2.7.2-2.fc8      updates-newkey    828 k   libxslt                 i386       1.1.24-2.fc8     updates-newkey    526 k   logwatch                noarch     7.3.6-22.fc8     updates-newkey    319 k   make                    i386       1:3.81-11.fc8    updates-newkey    477 k   microcode_ctl           i386       1:1.17-1.39.fc8  updates-newkey    437 k   mlocate                 i386       0.21-1.fc8       updates-newkey     75 k   nfs-utils               i386       1:1.1.1-2.fc8    updates-newkey    281 k   nspr                    i386       4.7.3-1.fc8      updates-newkey    119 k   nss                     i386       3.12.2.0-1.1.fc8  updates-newkey    1.2 M   nss-tools               i386       3.12.2.0-1.1.fc8  updates-newkey    1.2 M   ntfs-3g                 i386       2:1.5012-4.fc8   updates-newkey    192 k   ntp                     i386       4.2.4p4-1.fc8    updates-newkey    1.4 M   openldap                i386       2.3.39-4.fc8     updates-newkey    294 k   openobex                i386       1.3-12.fc8       updates-newkey     37 k   pam_krb5                i386       2.2.18-2.fc8     updates-newkey    128 k   paps                    i386       0.6.8-8.fc8      updates-newkey     32 k   paps-libs               i386       0.6.8-8.fc8      updates-newkey     23 k   pciutils                i386       2.2.9-2.fc8      updates-newkey     93 k   pcre                    i386       7.3-4.fc8        updates-newkey    137 k   perl                    i386       4:5.8.8-41.fc8   updates-newkey     12 M   perl-libs               i386       4:5.8.8-41.fc8   updates-newkey    570 k   pm-utils                i386       0.99.4-19.fc8    updates-newkey     44 k   popt                    i386       1.13-4.fc8       updates-newkey     39 k   psmisc                  i386       22.6-2.1.fc8     updates-newkey     72 k   pygobject2              i386       2.14.2-1.fc8     updates-newkey    104 k   python                  i386       2.5.1-26.fc8.2   updates-newkey    4.8 M   python-libs             i386       2.5.1-26.fc8.2   updates-newkey    568 k   python-urlgrabber       noarch     3.0.0-9.fc8      updates-newkey    112 k   quota                   i386       1:3.14-2.fc8     updates-newkey    357 k   rsync                   i386       2.6.9-5.fc8      updates-newkey    232 k   ruby                    i386       1.8.6.287-2.fc8  updates-newkey    525 k   ruby-irb                i386       1.8.6.287-2.fc8  updates-newkey    285 k   ruby-libs               i386       1.8.6.287-2.fc8  updates-newkey    1.7 M   ruby-rdoc               i386       1.8.6.287-2.fc8  updates-newkey    353 k   rubygems                noarch     1.2.0-2.fc8      updates-newkey    598 k   shadow-utils            i386       2:4.0.18.1-22.fc8  updates-newkey    1.1 M   shared-mime-info        i386       0.23-2.fc8       updates-newkey    166 k   smartmontools           i386       1:5.38-1.fc8     updates-newkey    323 k   stunnel                 i386       4.24-0.fc8       updates-newkey    125 k   sudo                    i386       1.6.9p4-6.fc8    updates-newkey    235 k   system-config-network-tui  noarch     1.5.10-1.fc8     updates-newkey    1.8 M   traceroute              i386       3:2.0.12-1.fc8   updates-newkey     50 k   tzdata                  noarch     2008i-1.fc8      updates-newkey    756 k   util-linux-ng           i386       2.13.1-2.fc8     updates-newkey    2.0 M   vim-common              i386       2:7.1.245-1.fc8  updates-newkey    6.6 M   vim-enhanced            i386       2:7.1.245-1.fc8  updates-newkey    862 k   vim-minimal             i386       2:7.1.245-1.fc8  updates-newkey    346 k   vixie-cron              i386       4:4.2...",1
"Gadget - User can view a chart of recent percentage of builds successful
Select plans  Grouped by time period, configurable.  Can filter by time period (Last 7 days, Last 30 days, Last 90 days, Last 25 builds, Show all builds)  ",3
"Prevent a build from running if its ancestors are in queue or running
E.g.  B depends on A  if B is triggered whilst A building, B trigger is ignored.    This will mean that further checkins against B won't run.    Have to be optional.  Must only block if the parent is the same revision as the child that is about to build, otherwise, the child might never build.  ",3
"User can configure dependency blocking
Applicable per child plan  User can configure whether dependency children are blocked from building when ancestors are running.",2
"Check ancestors of a build when it is triggered and prevent building if changes found (in ancestors) Ancestors are kicked off
E.g.  B triggered, whilst A is not building. Check A, if changes found in A, build A, don't build B.    What if A is a manual and dependent builds only? or a schedule build?    Ignore the trigger for now. Later optimizations needed.  ",12
"Detect infinte cycles in dependent builds.
Should not allow users to input cyclic dependency configurations    If customers have already done cyclic dependencies, we don't do anything in the upgrade task. We show an error when we try to show the tree.  ",2
"User can see in text its ancestors and children for the build result
See all parents  See all children   ",5
"Get a gadget to authenticate end to end via Oauth
Takes away the need to manually input username/password    ",5
"Enable user configuraiton of OAuth in Bamboo.
nan",5
"Gadget - chart of queued time
nan",2
"Notfication when a build has been in the queue for x minutes
Similar to a build hung notification but for builds in the queue",3
"""Test failing since"" doesn't properly consider builds without test results
h3. Case A    Consider a series of builds:    BUILD-1  Test X passed  BUILD-2  Test X failed  BUILD-3  Build failure, no test results  BUILD-4  Test X failed  BUILD-5  Test X failed    In the results of BUILD-4 and BUILD-5, Bamboo reports that test X has been failing since BUILD-4.  From this, developers incorrectly infer that the test passed in BUILD-3 and the change that caused this failure was introduced in BUILD-4.  In this case, it would be better to report that the test has been failing since BUILD-2.    h3. Case B    There's another interesting case that needs to be considered:    BUILD-6  Test X passed  BUILD-7  Build failure, no test results  BUILD-8  Build failure, no test results  BUILD-9  Test X failed    Here, the failure of test X could have been introduced in BUILD-7, BUILD-8 or BUILD-9.  In this case, perhaps it's best to report that Test X has been failing since BUILD-7?",3
"Bandana import/export
nan",3
"Fix i18n for gadgets
nan",5
"Provide feedback in UI about builds being blocked (build dependencies)
nan",3
"Tests for REST
nan",3
"Selenium tests (with Hamish)
nan",3
"Bucket - Gadget issues
nan",8
"Dependency blocking for polling builds
nan",2
"Configure agent capabilities for each Elastic Configuration
nan",5
"Allow ""at least"" and ""maximum #"" of agent on schedule
nan",2
"Make it possible (via instructions) for a customer to 'Bamboo enable' an AMI
As per Krystian's comments - http://jira.atlassian.com/browse/BAM-3766?focusedCommentId=160191&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#action_160191 we want to make it possible for a customer to follow instructions/install software so that an instances of an AMI can be spawned by Bamboo server and have elastic agents start up on them.    This is will get us out of the endless cycle of upgrading the default AMI.",5
"Add support for EC2 Availability Zones
See here for what we are talking about - http://developer.amazonwebservices.com/connect/entry.jspa?externalID=1347    Availability zone support is a pre-requisite for [Reserved Instance|http://aws.amazon.com/ec2/faqs/#What_is_a_Reserved_Instance] support.    We should have a default availability zone (for the Bamboo install) and be able to specify the avail zone per Elastic Configuration.",5
"Rename ElasticAgentSchedule to ElasticInstanceSchedule
Also rework associated UI text",1
"Roundtrip error w/ input validation during EC2 instance startup
Round trip errors occur on the EC2/instance screen when an invalid number of instances are requested",1
"Ensure that all commands when mounting EBS volumes handle failure recursively
EBS volume creation, attachment & mounting is still depending on various variable timing from Amazon (especially when multiple volumes are stared simultaneously).    We should ensure that we cater for failure and perform retries for all commands.",2
"Please make a Maven 2.1.0 builder available on the EC2 image
Confluence need Maven 2.1.0 specifically to build confluence.",2
"Set the ""Last Modified"" header for artifacts, so browsers can cache static resources
Since most (all?) build artifacts are static, and probably never change once they are created, Bamboo should set the ""Last Modified"" header when serving any artifact.  The timestamp from the file stored on disk could be used, or if that is unavailable - the time stamp of when the build finished?    !http://img.skitch.com/20090819-me3phuunma1um3acd6jpdddkxt.jpg!    Large artifacts such as the JSON needed for Clover's new Tree Map could greatly benefit from browsers doing the needful caching.",1
"The ""no more than"" instance schedule seems to shut down more instances than it should
Having a schedule configured as ""no more than"" e.g. ""no more than 4"" seems to kill all available instances, since it seems that it looks if the instance is on list (even if already scheduled to be shut down - agent stopped, but the instance is still on the list) instead of checking if given instance to be shut down has agent present or not.",1
"Failed EBS volume creaion should start as disabled
If startup of EBS volume fails for an instance, the Agent should start as disabled.    ",2
"Rename ""Bamboo Builds"" tab in JIRA Bamboo plugin to be ""Builds""
nan",1
"Allow a clover license to be entered via the Bamboo admin (ie a global license).  License can be overridden at the plan config level
* on the build config screen if a ""global"" license exists then we display a message indicating that a license is already configured.  * on the build config screen if a ""global"" license exists AND the license is valid then we display a message indicating that a license is valid.  * on the build config screen if a ""global"" license exists AND the license is invalid then we display a message indicating that a license is NOT valid  * on the build config screen if NO ""global"" license exists then a text entry field should be available and a message indicating that a license is required should be displayed.  * a text entry field should be available on the build config screen to allow the license to be overridden at the plan level.  * If _any_ license is defined at a plan level, it takes precedence    * Check interaction with clover.license in the settings.xml*  Validation of lic. is optional nice to have iff extras supports decoding.  ",3
"Add path to clover gadget to the list of gadgets available
nan",1
"Update Dependencies to match jira's (again)
once jira has finalised its own dependencies...    To ensure gadgets actually work we will probably need to ensure that our oauth, atlasian-plugins and atlassian-gadgets libraries are updated to the same version as jira 4.0 and then double check that all the gadgets work.",2
"ship version 2.1.15 of nant builder plugin with bamboo 2.3.x
Changes in the plugin api for bamboo 2.3x have broken the nant builder plugin    http://developer.atlassian.com/jira/browse/NANT-24    A new version of the plugin is [available|http://confluence.atlassian.com/download/attachments/47448218/nant_builder-2.1.15.jar?version=1&modificationDate=1251978264907]",1
"Spike: Concurrent chains running
nan",20
"Quick and dirty way to add a plan to a stage in a chain
Suggestion here is to have a ""chain and stage"" selector just on the plan edit page.  No need to hide anything on the plan edit page.",3
"Spike: Extract common behaviour from Plan and Chain
nan",20
"Quick and dirty list of chains
nan",2
"Package http://datejs.googlecode.com/files/date.js for gadgets
The gadgets should not use http://datejs.googlecode.com/files/date.js directly",1
"Faster Setup: Minimize screens for setup wizard - express vs custom installs
nan",5
"Faster Setup: Immediately login as admin user after setup wizard
nan",1
"Faster Setup: Make it obvious where to go next after login
nan",3
"Faster Setup: Remove/Reword supportability wording of HSQLDB
nan",1
"External DB: Bundle database drivers
nan",3
"WIP Creation: Allow Save after builders entry
nan",5
"WIP Creation: Option to not build immediately after plan create
nan",2
"Faster Wizard: Setting up Builders/JDKs inline
nan",3
"Inline adding of IM
nan",2
"Faster Wizard: Inline create mail sever
nan",2
"Faster Setup: Visual indication for long running tasks in Setup Wizard
nan",3
"Re-enable the maven tab to see if it still works on single module projects.
nan",2
"Show the snapshot dependencies at the top of the maven tab, ie update the maven dependency parser so that it can just provide snapshot dependencies.
nan",2
"introduce a ""generated"" type of dependency (as opposed to a manually created).
nan",8
"generated dependencies are created after builds complete based on maven dependency info.
nan",8
"Check and make the maven tab work on multi module projects.
nan",5
"Clean up chain level Repo information
nan",5
"Installer not setting bamboo home
after installing bamboo using the 2.5 M2 windows installer bamboo does not start because bamboo.home is not set.  I checked bamboo-init.properties and it has not been updated at all.  See install4j logs",1
"Provide persistence to abstract ""artifacts/particles"" consumed and produced by plan.
nan",2
"Allow user to specify location of pom file
nan",2
"Spiking read pom before build occurs using maven 3 embedder - svn only
nan",8
